Country,City,City Link,Category,Keyword,Post_title,Link
US,siouxfalls,https://siouxfalls.craigslist.org,Gigs,Marketing,"Marketing Research Opportunity, Mitchell",https://siouxfalls.craigslist.org/evg/d/mitchell-marketing-research-opportunity/7771600495.html
US,sd,https://sd.craigslist.org,Gigs,Marketing,"Marketing Research Opportunity, Huron SD",https://sd.craigslist.org/evg/d/huron-marketing-research-opportunity/7771255661.html
US,memphis,https://memphis.craigslist.org,Gigs,Marketing,Need 21-30 year olds for Paid Marketing Research Experience,https://memphis.craigslist.org/evg/d/germantown-need-year-olds-for-paid/7766288542.html
US,nashville,https://nashville.craigslist.org,Gigs,Marketing,"Marketing Research Opportunity, Nashville",https://nashville.craigslist.org/evg/d/nashville-marketing-research/7773183036.html
US,austin,https://austin.craigslist.org,Gigs,Marketing,FREE AI Email Marketing System That Pays You!,https://austin.craigslist.org/cpg/d/austin-free-ai-email-marketing-system/7771483048.html
US,dallas,https://dallas.craigslist.org,Gigs,Marketing,$300 a Day Digital Marketing Business********,https://dallas.craigslist.org/dal/cpg/d/rowlett-300-day-digital-marketing/7775155305.html
US,elpaso,https://elpaso.craigslist.org,Gigs,Marketing,💻Agents Wanted-Job Opportunity: Help Us Test a New Marketing Strategy,https://elpaso.craigslist.org/cpg/d/el-paso-agents-wanted-job-opportunity/7770299813.html
US,houston,https://houston.craigslist.org,Gigs,Marketing,Digital Marketing Business $100 to $300 a Day********,https://houston.craigslist.org/cpg/d/houston-digital-marketing-business-100/7775433156.html
US,sanantonio,https://sanantonio.craigslist.org,Gigs,Marketing,Need 21-30 year olds for Paid Marketing Research - San Antonio,https://sanantonio.craigslist.org/evg/d/san-antonio-need-year-olds-for-paid/7771255214.html
US,provo,https://provo.craigslist.org,Gigs,Marketing,Marketing Research Opportunity for Ages 21-30,https://provo.craigslist.org/evg/d/orem-marketing-research-opportunity-for/7771685458.html
US,norfolk,https://norfolk.craigslist.org,Gigs,Marketing,Marketing Research Opportunity for Ages 21-30 - Newport News/VA Beach,https://norfolk.craigslist.org/evg/d/newport-news-marketing-research/7771127997.html
US,richmond,https://richmond.craigslist.org,Gigs,Marketing,Need 21-30 year olds for Paid Marketing Research Experience - Richmond,https://richmond.craigslist.org/evg/d/richmond-need-year-olds-for-paid/7771086148.html
US,seattle,https://seattle.craigslist.org,Gigs,Marketing,Sales and Marketing professionals needed,https://seattle.craigslist.org/see/evg/d/seattle-sales-and-marketing/7773449279.html
US,seattle,https://seattle.craigslist.org,Gigs,Marketing,Website and marketing needed asap,https://seattle.craigslist.org/sno/cpg/d/everett-website-and-marketing-needed/7774919717.html
US,madison,https://madison.craigslist.org,Gigs,Marketing,Need 21-30 year olds for Paid Marketing Research Experience,https://madison.craigslist.org/evg/d/madison-need-year-olds-for-paid/7766288510.html
US,milwaukee,https://milwaukee.craigslist.org,Gigs,Marketing,Glendale  Marketing Research Opportunity for Ages 21-30,https://milwaukee.craigslist.org/evg/d/milwaukee-glendale-marketing-research/7771085778.html
